candidate,fold,inner_prauc,prauc,roc_auc,recall_at_20
HGB d=2 강한 규제 [S0],12,0.05394793231941741,0.043643654363294544,0.4371681415929204,0.0
SVM RBF [S0],12,0.03743850526483472,0.05368164657167214,0.47610619469026544,0.2
kNN k=15 [S0],12,0.0402338158111286,0.04644936983920035,0.4309734513274336,0.0
Naive Bayes [S0],12,0.035818438161110196,0.05532122679580306,0.536283185840708,0.2
LogReg L2 C=0.1 [S2],12,0.043698591849423415,0.05101614346943,0.5061946902654868,0.0
RF leaf=5 [S2],12,0.03389478675741309,0.040891113606662616,0.39823008849557523,0.0
HGB d=2 강한 규제 [S2],12,0.043056421650960644,0.046798259496279304,0.42123893805309737,0.2
LogReg L2 C=0.1 [S3],12,0.04287326708546427,0.04888260792022394,0.504424778761062,0.0
RF leaf=5 [S3],12,0.0388737359343662,0.03994392950170833,0.39646017699115044,0.0
HGB d=2 강한 규제 [S3],12,0.04630111423034651,0.03819343160266586,0.36460176991150445,0.0
LogReg L2 C=0.01 [S0],13,0.04185164921131648,0.03706368099752341,0.3292035398230089,0.0
LogReg L2 C=0.1 [S0],13,0.042719357681520964,0.037522962182296,0.3168141592920354,0.2
LogReg L2 C=1 [S0],13,0.042092863211779255,0.03668819484608958,0.2991150442477876,0.2
LogReg L1 C=0.05 [S0],13,0.03975321881062924,0.03145465232329639,0.23008849557522124,0.0
LogReg L1 C=0.3 [S0],13,0.04136639752168727,0.03846203394029481,0.33628318584070804,0.0
RF leaf=1 [S0],13,0.05274804542758249,0.034600301664870305,0.32035398230088497,0.0
RF leaf=5 [S0],13,0.047758378011440304,0.03538662126524883,0.27433628318584075,0.0
RF leaf=20 [S0],13,0.04468242021518827,0.03295175210504675,0.22123893805309736,0.0
RF 균형배깅 (subsample 30%) [S0],13,0.04130709195413653,0.044788618294187996,0.42123893805309737,0.2
ExtraTrees leaf=5 [S0],13,0.044562931226837174,0.03796031746031746,0.3380530973451328,0.0
HGB d=2 lr=.05 it=100 [S0],13,0.07064632743528605,0.029933120961158348,0.17345132743362834,0.0
HGB d=3 lr=.05 it=200 [S0],13,0.05562931750716543,0.029207440090436264,0.16991150442477876,0.0
HGB d=2 강한 규제 [S0],13,0.09927689164088653,0.029841940976767817,0.18761061946902655,0.0
SVM RBF [S0],13,0.04590653205831613,0.0370970837834716,0.352212389380531,0.0
kNN k=15 [S0],13,0.045321883728297666,0.04394224733207784,0.41858407079646015,0.0
Naive Bayes [S0],13,0.073296260314887,0.029150273101886004,0.1575221238938053,0.0
LogReg L2 C=0.1 [S2],13,0.09586128114506696,0.032525541499832014,0.2442477876106195,0.0
RF leaf=5 [S2],13,0.04580642239033651,0.02991548345772429,0.18938053097345137,0.0
HGB d=2 강한 규제 [S2],13,0.07136501951942281,0.029913687263583746,0.18938053097345134,0.0
LogReg L2 C=0.1 [S3],13,0.05943232733082743,0.03211567987480007,0.23185840707964603,0.0
RF leaf=5 [S3],13,0.048042994005213585,0.033168493457148104,0.26902654867256637,0.0
HGB d=2 강한 규제 [S3],13,0.05554570012599732,0.033936121997747704,0.288495575221239,0.0
LogReg L2 C=0.01 [S0],14,0.06022688563365046,0.051293698303312305,0.4460176991150443,0.2
LogReg L2 C=0.1 [S0],14,0.06445412931573288,0.05147246299196097,0.4761061946902655,0.2
LogReg L2 C=1 [S0],14,0.06586926339543643,0.04690838780863554,0.4566371681415929,0.2
LogReg L1 C=0.05 [S0],14,0.06265058634164156,0.05106914866505659,0.5274336283185841,0.2
LogReg L1 C=0.3 [S0],14,0.06708880659215218,0.05012486499301916,0.4672566371681416,0.2
RF leaf=1 [S0],14,0.057791830057011696,0.07630185403958821,0.6380530973451327,0.4
RF leaf=5 [S0],14,0.044365658549135004,0.05804236296069326,0.5380530973451327,0.2
RF leaf=20 [S0],14,0.045234531154480735,0.06487063987063987,0.5504424778761062,0.2
RF 균형배깅 (subsample 30%) [S0],14,0.057820344328649034,0.05494090921997898,0.561061946902655,0.0
ExtraTrees leaf=5 [S0],14,0.04567336801636463,0.05263523192370245,0.552212389380531,0.0
HGB d=2 lr=.05 it=100 [S0],14,0.04159529302453506,0.05260204081632653,0.5150442477876106,0.2
HGB d=3 lr=.05 it=200 [S0],14,0.04486711382524887,0.11889884735994576,0.6407079646017699,0.6
HGB d=2 강한 규제 [S0],14,0.038657595100946164,0.15757521914238332,0.5946902654867257,0.4
SVM RBF [S0],14,0.06298157592046695,0.04228438714943335,0.4247787610619469,0.0
kNN k=15 [S0],14,0.07923751252649039,0.036236425011675816,0.35486725663716806,0.0
Naive Bayes [S0],14,0.041922476439546316,0.04573999787622079,0.4601769911504425,0.2
LogReg L2 C=0.1 [S2],14,0.05706371680037169,0.05064086240556829,0.4690265486725664,0.2
RF leaf=5 [S2],14,0.0973272751294558,0.0351940464532963,0.3150442477876106,0.0
HGB d=2 강한 규제 [S2],14,0.05659352877245489,0.0371934409193716,0.3486725663716814,0.0
LogReg L2 C=0.1 [S3],14,0.057739927353112654,0.05408015316831527,0.47610619469026544,0.2
RF leaf=5 [S3],14,0.05532248038719723,0.03961122161122162,0.3380530973451328,0.2
HGB d=2 강한 규제 [S3],14,0.04583599439582499,0.046801485104651534,0.49203539823008846,0.0
LogReg L2 C=0.01 [S0],15,0.04243188073943935,0.04540189415909367,0.456140350877193,0.2
LogReg L2 C=0.1 [S0],15,0.04168696638117201,0.04497435152922958,0.44912280701754387,0.2
LogReg L2 C=1 [S0],15,0.037731269146087903,0.04319110981963766,0.443859649122807,0.0
LogReg L1 C=0.05 [S0],15,0.03906685849200012,0.06127528852634042,0.5754385964912281,0.2
LogReg L1 C=0.3 [S0],15,0.040442070643862266,0.04705725793630619,0.45964912280701753,0.2
RF leaf=1 [S0],15,0.04540088764983717,0.11170674210278171,0.5368421052631579,0.4
RF leaf=5 [S0],15,0.04141094682881333,0.06780943071265652,0.5315789473684212,0.2
RF leaf=20 [S0],15,0.032946223871234706,0.05608434576176512,0.5192982456140351,0.2
RF 균형배깅 (subsample 30%) [S0],15,0.037010132202870916,0.0612863874447495,0.4421052631578947,0.2
ExtraTrees leaf=5 [S0],15,0.043707841171318255,0.0514208628490785,0.44912280701754387,0.2
HGB d=2 lr=.05 it=100 [S0],15,0.038877256474761646,0.06352638352638353,0.6026315789473684,0.2
HGB d=3 lr=.05 it=200 [S0],15,0.05517198153869281,0.1061488677160319,0.6824561403508771,0.4
HGB d=2 강한 규제 [S0],15,0.036311561447180264,0.05879148629148629,0.5719298245614035,0.2
SVM RBF [S0],15,0.03669695458705631,0.03597170803053156,0.3333333333333333,0.0
kNN k=15 [S0],15,0.040353638190613814,0.12018654270218726,0.6570175438596492,0.2
Naive Bayes [S0],15,0.036997502338899924,0.06825365455800238,0.5245614035087719,0.2
LogReg L2 C=0.1 [S2],15,0.03728157620251065,0.04653551968923495,0.48947368421052634,0.0
RF leaf=5 [S2],15,0.03397770660959392,0.07259090585640077,0.4456140350877193,0.2
HGB d=2 강한 규제 [S2],15,0.034149316319914656,0.053189086522419854,0.47192982456140353,0.2
LogReg L2 C=0.1 [S3],15,0.03763740088921537,0.05155195681511471,0.5192982456140351,0.2
RF leaf=5 [S3],15,0.035701711733660546,0.10440891027758611,0.4964912280701755,0.2
HGB d=2 강한 규제 [S3],15,0.031777809362220376,0.09591745590270975,0.5508771929824561,0.2
LogReg L2 C=0.01 [S0],16,0.03427848748829358,0.05726402227506201,0.5433628318584072,0.2
LogReg L2 C=0.1 [S0],16,0.03657597493050668,0.05712013401668574,0.5185840707964602,0.2
LogReg L2 C=1 [S0],16,0.0361511468228744,0.06400432900432901,0.4814159292035398,0.2
LogReg L1 C=0.05 [S0],16,0.045636596645274516,0.05731708630385957,0.5513274336283186,0.2
LogReg L1 C=0.3 [S0],16,0.039172353249216085,0.059710163103276453,0.504424778761062,0.2
RF leaf=1 [S0],16,0.04878309532790018,0.042984407721456674,0.3938053097345133,0.2
RF leaf=5 [S0],16,0.04325423120521355,0.040155324729361244,0.36283185840707965,0.2
RF leaf=20 [S0],16,0.044564295274391305,0.034756403402333096,0.2973451327433628,0.0
RF 균형배깅 (subsample 30%) [S0],16,0.045526863757220516,0.04805135894897466,0.4778761061946903,0.2
ExtraTrees leaf=5 [S0],16,0.04439825402211434,0.04424689918724325,0.45486725663716815,0.0
HGB d=2 lr=.05 it=100 [S0],16,0.04611094904141036,0.036516352954668235,0.3309734513274336,0.0
HGB d=3 lr=.05 it=200 [S0],16,0.05732138838728136,0.04277131391909011,0.40884955752212393,0.2
HGB d=2 강한 규제 [S0],16,0.05364312493295072,0.031247548474888198,0.22831858407079647,0.0
SVM RBF [S0],16,0.03239402721359579,0.11248785497785348,0.5451327433628319,0.2
kNN k=15 [S0],16,0.046188659462831336,0.04949927785565609,0.49203539823008846,0.2
Naive Bayes [S0],16,0.036079882435039214,0.049336094013513375,0.4938053097345133,0.2
LogReg L2 C=0.1 [S2],16,0.04621805596137994,0.0649309789920125,0.5256637168141594,0.2
RF leaf=5 [S2],16,0.03520906222337766,0.037708654592634346,0.2743362831858407,0.2
HGB d=2 강한 규제 [S2],16,0.04177564340453718,0.02966800674867571,0.18230088495575222,0.0
LogReg L2 C=0.1 [S3],16,0.04860063808725481,0.05817870411234107,0.5008849557522124,0.2
RF leaf=5 [S3],16,0.04056730828854782,0.04000556187327314,0.35398230088495575,0.2
HGB d=2 강한 규제 [S3],16,0.04765115110566709,0.03711154278934677,0.304424778761062,0.2
LogReg L2 C=0.01 [S0],17,0.04584022857212773,0.03392050725360263,0.28495575221238933,0.0
LogReg L2 C=0.1 [S0],17,0.0556874473037359,0.03225127119922827,0.2513274336283186,0.0
LogReg L2 C=1 [S0],17,0.061016309103822164,0.03193693481352283,0.2442477876106195,0.0
LogReg L1 C=0.05 [S0],17,0.05264377957305611,0.03972597674132487,0.35929203539823007,0.0
LogReg L1 C=0.3 [S0],17,0.04964825856780759,0.03513294678767939,0.2991150442477876,0.0
RF leaf=1 [S0],17,0.049697746668152826,0.042320989904834114,0.42389380530973453,0.0
RF leaf=5 [S0],17,0.04765620165311153,0.04142776798807654,0.35398230088495575,0.0
RF leaf=20 [S0],17,0.0505636560547032,0.04845704295249872,0.3787610619469026,0.2
RF 균형배깅 (subsample 30%) [S0],17,0.04779076716411865,0.04534599314260331,0.4389380530973451,0.0
ExtraTrees leaf=5 [S0],17,0.04735770164250344,0.051824493670021954,0.44778761061946903,0.2
HGB d=2 lr=.05 it=100 [S0],17,0.05721375990716277,0.04936334216887802,0.39469026548672564,0.4
HGB d=3 lr=.05 it=200 [S0],17,0.0640095689842709,0.08836757182355405,0.4938053097345133,0.4
HGB d=2 강한 규제 [S0],17,0.06227318032554118,0.044374673314301796,0.35575221238938054,0.2
SVM RBF [S0],17,0.038163688714244665,0.03973334664935584,0.35575221238938054,0.0
kNN k=15 [S0],17,0.039395250070585884,0.11179763739085773,0.5415929203539823,0.4
Naive Bayes [S0],17,0.043569884811781194,0.05730639730639731,0.4371681415929204,0.2
LogReg L2 C=0.1 [S2],17,0.052363433779092874,0.03467390731239885,0.28318584070796465,0.0
RF leaf=5 [S2],17,0.041291208012343074,0.03342025325720978,0.25663716814159293,0.0
HGB d=2 강한 규제 [S2],17,0.04030391135648556,0.036947717904239646,0.2973451327433628,0.2
LogReg L2 C=0.1 [S3],17,0.0502765586517913,0.03752232595606089,0.352212389380531,0.0
RF leaf=5 [S3],17,0.04771900422964293,0.03510360485589843,0.3097345132743363,0.0
HGB d=2 강한 규제 [S3],17,0.04324122493400096,0.04523692607091942,0.35929203539823007,0.2
LogReg L2 C=0.01 [S0],18,0.040834825108330655,0.10368122215948303,0.576991150442478,0.6
LogReg L2 C=0.1 [S0],18,0.041949149434186095,0.10427782621331008,0.5946902654867258,0.6
LogReg L2 C=1 [S0],18,0.03884946866143328,0.0974276864590498,0.6035398230088496,0.6
LogReg L1 C=0.05 [S0],18,0.05220772984048779,0.15388655462184875,0.5654867256637168,0.4
LogReg L1 C=0.3 [S0],18,0.03981068074298237,0.10520224697826162,0.6,0.6
RF leaf=1 [S0],18,0.08933363227307116,0.045830681438172184,0.4486725663716814,0.0
RF leaf=5 [S0],18,0.08711986051896568,0.044429322705455035,0.46017699115044247,0.0
RF leaf=20 [S0],18,0.05154602604967319,0.044201292958866864,0.44955752212389377,0.0
RF 균형배깅 (subsample 30%) [S0],18,0.046591640324023534,0.10917154016972451,0.5663716814159292,0.2
ExtraTrees leaf=5 [S0],18,0.04540223273220187,0.05435255331088665,0.5097345132743363,0.2
HGB d=2 lr=.05 it=100 [S0],18,0.09009130240525057,0.03889789782174977,0.3769911504424779,0.0
HGB d=3 lr=.05 it=200 [S0],18,0.06418413314946944,0.03712815495548455,0.34690265486725663,0.0
HGB d=2 강한 규제 [S0],18,0.050586264230202134,0.040923403813345825,0.4070796460176992,0.0
SVM RBF [S0],18,0.03541588428786235,0.03620804676693649,0.3327433628318584,0.0
kNN k=15 [S0],18,0.04279091641206068,0.04545305672792777,0.4778761061946903,0.0
Naive Bayes [S0],18,0.04409721477960086,0.03341101427308324,0.2814159292035398,0.0
LogReg L2 C=0.1 [S2],18,0.08721044554425983,0.05776443288875403,0.5292035398230088,0.2
RF leaf=5 [S2],18,0.032868234644558694,0.03283986508595736,0.26194690265486725,0.0
HGB d=2 강한 규제 [S2],18,0.07430888759852974,0.037006217466743783,0.34159292035398225,0.0
LogReg L2 C=0.1 [S3],18,0.05192267088303736,0.07447063590899207,0.6283185840707964,0.2
RF leaf=5 [S3],18,0.03895597786332653,0.03623778939311596,0.3309734513274336,0.0
HGB d=2 강한 규제 [S3],18,0.038392432142950725,0.0486369817217753,0.4371681415929204,0.2
LogReg L2 C=0.01 [S0],19,0.03444966108039915,0.052009886949286065,0.5238938053097345,0.0
LogReg L2 C=0.1 [S0],19,0.0354378968997006,0.05322960166610577,0.5274336283185841,0.0
LogReg L2 C=1 [S0],19,0.035418080753975394,0.05534663527973894,0.5345132743362833,0.2
LogReg L1 C=0.05 [S0],19,0.03444949768157905,0.06166658608519074,0.615929203539823,0.0
LogReg L1 C=0.3 [S0],19,0.03638553859721464,0.05473212125723431,0.5345132743362833,0.2
RF leaf=1 [S0],19,0.04082681104050172,0.09687428080304497,0.6513274336283186,0.4
RF leaf=5 [S0],19,0.04176371734130188,0.0874616363500262,0.568141592920354,0.4
RF leaf=20 [S0],19,0.03404551399105257,0.06018778060001464,0.49734513274336284,0.2
RF 균형배깅 (subsample 30%) [S0],19,0.03454089409232669,0.07277304372041214,0.4743362831858407,0.4
ExtraTrees leaf=5 [S0],19,0.03608695211418572,0.06841148518496937,0.6035398230088496,0.2
HGB d=2 lr=.05 it=100 [S0],19,0.04682566935112111,0.08185494934158993,0.5876106194690265,0.4
HGB d=3 lr=.05 it=200 [S0],19,0.037091998481668,0.12777731219591687,0.6353982300884956,0.4
HGB d=2 강한 규제 [S0],19,0.0351025434429819,0.1162986263283146,0.6530973451327434,0.4
SVM RBF [S0],19,0.053959644620741265,0.04671020986810461,0.3292035398230088,0.2
kNN k=15 [S0],19,0.05976892095873032,0.05118130457113508,0.46194690265486726,0.4
Naive Bayes [S0],19,0.031132293846023774,0.05640263915493273,0.5256637168141594,0.2
LogReg L2 C=0.1 [S2],19,0.03667474984425522,0.06210775525844019,0.5398230088495575,0.4
RF leaf=5 [S2],19,0.03301812801969048,0.0777673485918137,0.5823008849557522,0.4
HGB d=2 강한 규제 [S2],19,0.03392767290464389,0.1497191697191697,0.6070796460176991,0.2
LogReg L2 C=0.1 [S3],19,0.04023808266638393,0.055706763865875794,0.5557522123893806,0.2
RF leaf=5 [S3],19,0.04394699464646758,0.07622087589829525,0.5946902654867257,0.4
HGB d=2 강한 규제 [S3],19,0.040652602269669415,0.10854691248794407,0.5309734513274336,0.2
LogReg L2 C=0.01 [S0],20,0.05768535356920509,0.04793129312931293,0.47543859649122805,0.0
LogReg L2 C=0.1 [S0],20,0.05226812421842743,0.04876271876271876,0.47719298245614034,0.0
LogReg L2 C=1 [S0],20,0.04870212517961356,0.04628680299817729,0.4666666666666667,0.0
LogReg L1 C=0.05 [S0],20,0.058239360263391285,0.04592408691580037,0.47807017543859653,0.0
LogReg L1 C=0.3 [S0],20,0.053794669899345365,0.044379112593666226,0.4508771929824561,0.0
RF leaf=1 [S0],20,0.05141160943815972,0.050818621019570964,0.4964912280701754,0.2
RF leaf=5 [S0],20,0.05213120330342784,0.04201289490651193,0.4105263157894737,0.0
RF leaf=20 [S0],20,0.09688436130075508,0.043486800453207415,0.4280701754385965,0.0
RF 균형배깅 (subsample 30%) [S0],20,0.06255055979135873,0.054516470082928606,0.48947368421052634,0.4
ExtraTrees leaf=5 [S0],20,0.04248293823661667,0.05612977865611492,0.5105263157894737,0.2
HGB d=2 lr=.05 it=100 [S0],20,0.0405172706189073,0.07306575530770869,0.5526315789473684,0.4
HGB d=3 lr=.05 it=200 [S0],20,0.041583713176207196,0.048871338746777904,0.4701754385964912,0.2
HGB d=2 강한 규제 [S0],20,0.0508671359534677,0.048763696857043425,0.4596491228070176,0.2
SVM RBF [S0],20,0.04064492784549667,0.04141715509343577,0.4,0.2
kNN k=15 [S0],20,0.041308429860554274,0.03738703028381164,0.28421052631578947,0.0
Naive Bayes [S0],20,0.048972938101555646,0.05541663669977562,0.47368421052631576,0.2
LogReg L2 C=0.1 [S2],20,0.05787157077502393,0.04349960358095527,0.4456140350877193,0.0
RF leaf=5 [S2],20,0.0379874258011577,0.038427044254316124,0.37543859649122807,0.0
HGB d=2 강한 규제 [S2],20,0.03833452079946152,0.03428220049427855,0.30000000000000004,0.0
LogReg L2 C=0.1 [S3],20,0.05778010705081427,0.03980118103173548,0.4017543859649123,0.0
RF leaf=5 [S3],20,0.045161707761507235,0.03335738375254231,0.2789473684210526,0.0
HGB d=2 강한 규제 [S3],20,0.05837507928577538,0.03324544637752185,0.28421052631578947,0.0
LogReg L2 C=0.01 [S0],21,0.037118741746997766,0.0607027972802861,0.5628318584070796,0.2
LogReg L2 C=0.1 [S0],21,0.03464913869640603,0.06461042982782113,0.5769911504424778,0.2
LogReg L2 C=1 [S0],21,0.032713558077124,0.0649618431794923,0.5893805309734513,0.2
LogReg L1 C=0.05 [S0],21,0.04917683456983783,0.06248806972211228,0.5557522123893806,0.2
LogReg L1 C=0.3 [S0],21,0.033142744379794774,0.06421452943192074,0.5787610619469026,0.2
RF leaf=1 [S0],21,0.03996045674980623,0.09427122903956103,0.624778761061947,0.4
RF leaf=5 [S0],21,0.03851727084799062,0.10978257013677634,0.5486725663716814,0.2
RF leaf=20 [S0],21,0.03826134691452354,0.06515590100955956,0.488495575221239,0.4
RF 균형배깅 (subsample 30%) [S0],21,0.0345977945945643,0.16226717726717726,0.6371681415929203,0.4
ExtraTrees leaf=5 [S0],21,0.0349156119265283,0.0759443294225903,0.6973451327433628,0.2
HGB d=2 lr=.05 it=100 [S0],21,0.0418469712749774,0.05546082214333487,0.511504424778761,0.2
HGB d=3 lr=.05 it=200 [S0],21,0.04324896893670556,0.06357063593683313,0.5575221238938053,0.2
HGB d=2 강한 규제 [S0],21,0.04393274936749153,0.057378078327535775,0.5097345132743363,0.2
SVM RBF [S0],21,0.07530945878252258,0.03705704195715273,0.3415929203539823,0.0
kNN k=15 [S0],21,0.04141744162186228,0.048571876961707464,0.45575221238938046,0.2
Naive Bayes [S0],21,0.043377239631594906,0.05015787677077999,0.45132743362831856,0.2
LogReg L2 C=0.1 [S2],21,0.03840553381730938,0.06969516594516595,0.5610619469026549,0.4
RF leaf=5 [S2],21,0.03428461332728859,0.07745967770598314,0.49557522123893805,0.2
HGB d=2 강한 규제 [S2],21,0.03872110017244978,0.09948772570501116,0.431858407079646,0.2
LogReg L2 C=0.1 [S3],21,0.03863826110111509,0.0876462114664362,0.6212389380530973,0.4
RF leaf=5 [S3],21,0.035671656797384634,0.0592161112315156,0.5008849557522124,0.2
HGB d=2 강한 규제 [S3],21,0.04014001563631407,0.08225447650324498,0.5327433628318584,0.2
LogReg L2 C=0.01 [S0],22,0.03371893513386418,0.058378834787503525,0.4407079646017699,0.4
LogReg L2 C=0.1 [S0],22,0.03384725695171788,0.06421176862353334,0.4831858407079646,0.4
LogReg L2 C=1 [S0],22,0.03247320088394267,0.0616667745473366,0.5079646017699115,0.4
LogReg L1 C=0.05 [S0],22,0.03325116675788998,0.11792449485997872,0.5398230088495576,0.4
LogReg L1 C=0.3 [S0],22,0.033439041704130146,0.06820910314216688,0.4884955752212389,0.4
RF leaf=1 [S0],22,0.047120343672523,0.04343070381177255,0.44690265486725667,0.0
RF leaf=5 [S0],22,0.03480922683195675,0.046354889869040815,0.4831858407079646,0.0
RF leaf=20 [S0],22,0.03139989795273208,0.03733583982054475,0.34159292035398225,0.0
RF 균형배깅 (subsample 30%) [S0],22,0.03263666368616279,0.04345504084604424,0.4513274336283186,0.0
ExtraTrees leaf=5 [S0],22,0.03370851871363044,0.040725445758999355,0.35398230088495575,0.2
HGB d=2 lr=.05 it=100 [S0],22,0.03623671621727169,0.05132297828763168,0.4761061946902655,0.2
HGB d=3 lr=.05 it=200 [S0],22,0.04066984129194033,0.07447285181352561,0.5345132743362832,0.2
HGB d=2 강한 규제 [S0],22,0.03338337166456926,0.053138065005370064,0.48849557522123893,0.2
SVM RBF [S0],22,0.05866544990926089,0.04733856662036821,0.45486725663716815,0.2
kNN k=15 [S0],22,0.04225277113780775,0.04192807525900051,0.4407079646017699,0.0
Naive Bayes [S0],22,0.03195586139761484,0.04488122988122988,0.45309734513274336,0.2
LogReg L2 C=0.1 [S2],22,0.03312838245073824,0.08026888211670821,0.5061946902654868,0.2
RF leaf=5 [S2],22,0.030292400228537027,0.04400392115581989,0.4212389380530973,0.2
HGB d=2 강한 규제 [S2],22,0.030454090802804774,0.03130570551198797,0.2265486725663717,0.0
LogReg L2 C=0.1 [S3],22,0.03222981875974854,0.07561970855758034,0.6194690265486726,0.4
RF leaf=5 [S3],22,0.0310205865792114,0.0523029449030778,0.5221238938053098,0.0
HGB d=2 강한 규제 [S3],22,0.029346850638907032,0.03889405826187435,0.3769911504424779,0.0
LogReg L2 C=0.01 [S0],23,0.033840431156885696,0.07432109445563095,0.6017699115044248,0.4
LogReg L2 C=0.1 [S0],23,0.03837384270490859,0.07025728551510274,0.5805309734513274,0.2
LogReg L2 C=1 [S0],23,0.04098525467361086,0.06453100889720609,0.5610619469026549,0.2
LogReg L1 C=0.05 [S0],23,0.03914081818776018,0.24713178002193872,0.5495575221238937,0.4
LogReg L1 C=0.3 [S0],23,0.03981214407965052,0.07336623664484601,0.5752212389380531,0.4
RF leaf=1 [S0],23,0.04753084900008523,0.051893524461560404,0.5530973451327434,0.0
RF leaf=5 [S0],23,0.04351022371878725,0.047532466227555005,0.47787610619469023,0.0
RF leaf=20 [S0],23,0.04111999441133313,0.04022821838355819,0.4035398230088496,0.0
RF 균형배깅 (subsample 30%) [S0],23,0.04269947836854554,0.06282550695977565,0.5238938053097345,0.2
ExtraTrees leaf=5 [S0],23,0.04324302956373752,0.06478665270822134,0.5504424778761062,0.2
HGB d=2 lr=.05 it=100 [S0],23,0.04620771979306389,0.03969812755934972,0.3823008849557522,0.0
HGB d=3 lr=.05 it=200 [S0],23,0.05837979202544347,0.03917366946778711,0.38053097345132747,0.0
HGB d=2 강한 규제 [S0],23,0.04461553703759252,0.04155906941451509,0.41415929203539825,0.0
SVM RBF [S0],23,0.03420983030502117,0.11535739466174248,0.6212389380530974,0.2
kNN k=15 [S0],23,0.03865533599911709,0.09416717227896317,0.7451327433628319,0.4
Naive Bayes [S0],23,0.03753514304681423,0.04770661157833902,0.46194690265486726,0.2
LogReg L2 C=0.1 [S2],23,0.04288395882313412,0.05566598085155879,0.511504424778761,0.2
RF leaf=5 [S2],23,0.03442939357465481,0.03876478355455554,0.36460176991150445,0.0
HGB d=2 강한 규제 [S2],23,0.038267913862648155,0.04384526278171978,0.44070796460177,0.0
LogReg L2 C=0.1 [S3],23,0.04255418935514467,0.05497802788125369,0.5221238938053098,0.0
RF leaf=5 [S3],23,0.035431863467102684,0.042632343005781774,0.4283185840707965,0.0
HGB d=2 강한 규제 [S3],23,0.041950006109762676,0.06656166056166056,0.6106194690265487,0.2
LogReg L2 C=0.01 [S0],24,0.041116566237652336,0.04394768332256631,0.44070796460176986,0.0
LogReg L2 C=0.1 [S0],24,0.03887907421957508,0.046615312791783374,0.4566371681415929,0.0
LogReg L2 C=1 [S0],24,0.037290951756115874,0.0461033171065352,0.4584070796460177,0.0
LogReg L1 C=0.05 [S0],24,0.03915852522644016,0.04808788213149867,0.4796460176991151,0.2
LogReg L1 C=0.3 [S0],24,0.04021401874908874,0.04805478693810654,0.4690265486725664,0.0
RF leaf=1 [S0],24,0.04663098110132235,0.058337010101715985,0.5451327433628319,0.2
RF leaf=5 [S0],24,0.04208133922780086,0.05112144692368838,0.5168141592920354,0.2
RF leaf=20 [S0],24,0.05769530178801724,0.05929656428222616,0.5628318584070797,0.2
RF 균형배깅 (subsample 30%) [S0],24,0.043964826654885596,0.051486800490000324,0.4584070796460177,0.2
ExtraTrees leaf=5 [S0],24,0.03912919410633993,0.05611444111444111,0.5097345132743363,0.2
HGB d=2 lr=.05 it=100 [S0],24,0.0472568582669211,0.09031670084301663,0.6699115044247788,0.6
HGB d=3 lr=.05 it=200 [S0],24,0.04850855823907757,0.06403846153846154,0.5557522123893806,0.2
HGB d=2 강한 규제 [S0],24,0.05094636332598601,0.0954006968641115,0.6884955752212389,0.4
SVM RBF [S0],24,0.04440903023936685,0.0500404618846911,0.4814159292035398,0.2
kNN k=15 [S0],24,0.04148998006088483,0.14137780207763806,0.5734513274336283,0.2
Naive Bayes [S0],24,0.03477525420023553,0.10535105123920913,0.5008849557522124,0.2
LogReg L2 C=0.1 [S2],24,0.03404132081449926,0.0529983164983165,0.5132743362831859,0.0
RF leaf=5 [S2],24,0.037811384344479844,0.23302628108604917,0.39646017699115044,0.2
HGB d=2 강한 규제 [S2],24,0.03565636802180071,0.1369404982964305,0.48318584070796455,0.2
LogReg L2 C=0.1 [S3],24,0.03229600070577994,0.06519828901208426,0.5433628318584072,0.2
RF leaf=5 [S3],24,0.03304775101914602,0.09684100757713708,0.3769911504424779,0.2
HGB d=2 강한 규제 [S3],24,0.031088579210854412,0.05575076907850786,0.45309734513274336,0.2
LogReg L2 C=0.01 [S0],25,0.04707969056899715,0.04554540272282208,0.43157894736842106,0.0
LogReg L2 C=0.1 [S0],25,0.04851557551919832,0.04907551918169514,0.4508771929824562,0.2
LogReg L2 C=1 [S0],25,0.04746985639724777,0.05983878615457563,0.4526315789473684,0.2
LogReg L1 C=0.05 [S0],25,0.03765226154977373,0.05411577614059893,0.5473684210526315,0.0
LogReg L1 C=0.3 [S0],25,0.0471702677209198,0.05196534946534947,0.4631578947368421,0.2
RF leaf=1 [S0],25,0.03748628885909884,0.07004086368681264,0.6543859649122807,0.4
RF leaf=5 [S0],25,0.03597591326967594,0.04410109969638281,0.4543859649122807,0.0
RF leaf=20 [S0],25,0.036680132263172405,0.04521702312024893,0.43157894736842106,0.0
RF 균형배깅 (subsample 30%) [S0],25,0.03901590839460922,0.04574664117634762,0.4631578947368421,0.0
ExtraTrees leaf=5 [S0],25,0.04059348373407673,0.038821315040495165,0.38421052631578945,0.0
HGB d=2 lr=.05 it=100 [S0],25,0.05496811008760318,0.05347198641765705,0.5350877192982457,0.2
HGB d=3 lr=.05 it=200 [S0],25,0.09966819361802248,0.046939978282997424,0.4807017543859649,0.0
HGB d=2 강한 규제 [S0],25,0.0398345686693031,0.0661143830329877,0.5526315789473685,0.2
SVM RBF [S0],25,0.04010641972270961,0.055296352583586623,0.4526315789473685,0.2
kNN k=15 [S0],25,0.03591059225899074,0.05085998578535892,0.4912280701754387,0.2
