algo,imbalance,fold,n_train_normals,n_test_normals,prauc,roc_auc,prevalence,n_test,n_pos_test,recall_at_5,recall_at_10,recall_at_20,thr_F1max,f1_F1max,recall_F1max,precision_F1max,flag_rate_F1max,thr_Recall80,f1_Recall80,recall_Recall80,precision_Recall80,flag_rate_Recall80
IsolationForest,normal_only,31,453,113,0.26838345864661656,0.5504424778761062,0.0423728813559322,118,5,0.2,0.4,0.4,0.23426183470494402,0.08130081300813008,1.0,0.0423728813559322,1.0,0.35023998006801527,0.07407407407407407,0.8,0.038834951456310676,0.8728813559322034
IsolationForest,normal_only,32,453,113,0.0544017559212539,0.5185840707964602,0.0423728813559322,118,5,0.0,0.0,0.2,0.7868781817841907,0.0,0.0,0.0,0.07627118644067797,0.3079678405395812,0.08849557522123894,1.0,0.046296296296296294,0.9152542372881356
IsolationForest,normal_only,33,453,113,0.04849134199134199,0.45486725663716815,0.0423728813559322,118,5,0.0,0.0,0.2,0.7505837284715937,0.0,0.0,0.0,0.11864406779661017,0.33159577181769134,0.07692307692307693,0.8,0.04040404040404041,0.8389830508474576
IsolationForest,normal_only,34,453,113,0.029929809175694707,0.19292035398230092,0.0423728813559322,118,5,0.0,0.0,0.0,0.8350207648653108,0.0,0.0,0.0,0.03389830508474576,0.3883245637473525,0.042105263157894736,0.4,0.022222222222222223,0.7627118644067796
IsolationForest,normal_only,35,452,114,0.13989406155409795,0.45438596491228067,0.04201680672268908,119,5,0.2,0.2,0.2,0.8158219931603164,0.125,0.2,0.09090909090909091,0.09243697478991597,0.3685850159542169,0.05555555555555555,0.6,0.02912621359223301,0.865546218487395
IsolationForest,normal_only,36,453,113,0.05182202426333882,0.4973451327433628,0.0423728813559322,118,5,0.0,0.0,0.2,0.2355480555688377,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.2955003910532991,0.08771929824561403,1.0,0.045871559633027525,0.923728813559322
IsolationForest,normal_only,37,453,113,0.0743822085373084,0.5752212389380531,0.0423728813559322,118,5,0.0,0.2,0.2,0.3329321970926967,0.07339449541284404,0.8,0.038461538461538464,0.8813559322033898,0.3553978371279316,0.0761904761904762,0.8,0.04,0.847457627118644
IsolationForest,normal_only,38,453,113,0.028541280934897956,0.1327433628318584,0.0423728813559322,118,5,0.0,0.0,0.0,0.8207598734377126,0.0,0.0,0.0,0.0423728813559322,0.37115934163551806,0.037383177570093455,0.4,0.0196078431372549,0.864406779661017
IsolationForest,normal_only,39,453,113,0.045769308516427985,0.4690265486725664,0.0423728813559322,118,5,0.0,0.0,0.0,0.6334564098163663,0.0,0.0,0.0,0.16101694915254236,0.32081977671064027,0.09345794392523364,1.0,0.049019607843137254,0.864406779661017
IsolationForest,normal_only,40,452,114,0.06681941801225459,0.5456140350877193,0.04201680672268908,119,5,0.0,0.2,0.2,0.2667994696612161,0.06722689075630252,0.8,0.03508771929824561,0.957983193277311,0.31219574427043006,0.07017543859649122,0.8,0.03669724770642202,0.9159663865546218
IsolationForest,normal_only,41,453,113,0.0792667451596023,0.46017699115044247,0.0423728813559322,118,5,0.0,0.2,0.4,0.43459949263443126,0.05063291139240506,0.4,0.02702702702702703,0.6271186440677966,0.39522183447471537,0.047058823529411764,0.4,0.025,0.6779661016949152
IsolationForest,normal_only,42,453,113,0.052464012178297895,0.5168141592920353,0.0423728813559322,118,5,0.0,0.0,0.0,0.749745497889164,0.0,0.0,0.0,0.07627118644067797,0.35797338034217435,0.08163265306122448,0.8,0.043010752688172046,0.788135593220339
IsolationForest,normal_only,43,453,113,0.03252823131573141,0.26017699115044246,0.0423728813559322,118,5,0.0,0.0,0.0,0.5379657549409772,0.029850746268656716,0.2,0.016129032258064516,0.5254237288135594,0.3629231759845821,0.05825242718446602,0.6,0.030612244897959183,0.8305084745762712
IsolationForest,normal_only,44,453,113,0.06708884184113542,0.4389380530973451,0.0423728813559322,118,5,0.2,0.2,0.2,0.25852962186893247,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.3121907952370116,0.08333333333333333,1.0,0.043478260869565216,0.9745762711864406
IsolationForest,normal_only,45,452,114,0.035737368465778976,0.2929824561403509,0.04201680672268908,119,5,0.0,0.0,0.0,0.7766488039316388,0.0,0.0,0.0,0.12605042016806722,0.37374480163064216,0.038834951456310676,0.4,0.02040816326530612,0.8235294117647058
IsolationForest,normal_only,46,453,113,0.05400748930568626,0.4371681415929204,0.0423728813559322,118,5,0.0,0.2,0.2,0.8143389280804595,0.0,0.0,0.0,0.0423728813559322,0.34096803651412405,0.07766990291262135,0.8,0.04081632653061224,0.8305084745762712
IsolationForest,normal_only,47,453,113,0.12203041452761498,0.6,0.0423728813559322,118,5,0.2,0.4,0.4,0.226344742880617,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272,0.3379500386878019,0.09345794392523364,1.0,0.049019607843137254,0.864406779661017
IsolationForest,normal_only,48,453,113,0.037850562516805124,0.36106194690265486,0.0423728813559322,118,5,0.0,0.0,0.0,0.8137848194994631,0.0,0.0,0.0,0.05084745762711865,0.31584001886942514,0.09090909090909091,1.0,0.047619047619047616,0.8898305084745762
IsolationForest,normal_only,49,453,113,0.08574715652396972,0.4106194690265487,0.0423728813559322,118,5,0.2,0.2,0.2,0.22553642723538486,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.3197175974997719,0.08695652173913043,1.0,0.045454545454545456,0.9322033898305084
Mahalanobis,normal_only,0,452,114,0.05315191098209966,0.4228070175438597,0.04201680672268908,119,5,0.0,0.2,0.2,0.7483273827189819,0.058823529411764705,0.2,0.034482758620689655,0.24369747899159663,0.4149501279430008,0.06382978723404255,0.6,0.033707865168539325,0.7478991596638656
Mahalanobis,normal_only,1,453,113,0.05299914681937154,0.5309734513274336,0.0423728813559322,118,5,0.0,0.0,0.0,0.1897157353854815,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.31875902655846944,0.09174311926605505,1.0,0.04807692307692308,0.8813559322033898
