algo,imbalance,cost100_Cost10_mean,cost100_Cost10_std,cost100_Cost20_mean,cost100_Cost20_std,cost100_Cost5_mean,cost100_Cost5_std,cost100_inspect_all_r10_mean,cost100_inspect_all_r10_std,cost100_inspect_all_r20_mean,cost100_inspect_all_r20_std,cost100_inspect_all_r5_mean,cost100_inspect_all_r5_std,cost100_inspect_none_r10_mean,cost100_inspect_none_r10_std,cost100_inspect_none_r20_mean,cost100_inspect_none_r20_std,cost100_inspect_none_r5_mean,cost100_inspect_none_r5_std,f1_Cost10_mean,f1_Cost10_std,f1_Cost20_mean,f1_Cost20_std,f1_Cost5_mean,f1_Cost5_std,f1_F1max_mean,f1_F1max_std,f1_Recall80_mean,f1_Recall80_std,flag_rate_Cost10_mean,flag_rate_Cost10_std,flag_rate_Cost20_mean,flag_rate_Cost20_std,flag_rate_Cost5_mean,flag_rate_Cost5_std,flag_rate_F1max_mean,flag_rate_F1max_std,flag_rate_Recall80_mean,flag_rate_Recall80_std,n_pos_test_mean,n_pos_test_std,n_test_mean,n_test_std,prauc_mean,prauc_std,precision_Cost10_mean,precision_Cost10_std,precision_Cost20_mean,precision_Cost20_std,precision_Cost5_mean,precision_Cost5_std,precision_F1max_mean,precision_F1max_std,precision_Recall80_mean,precision_Recall80_std,prevalence_mean,prevalence_std,recall_Cost10_mean,recall_Cost10_std,recall_Cost20_mean,recall_Cost20_std,recall_Cost5_mean,recall_Cost5_std,recall_F1max_mean,recall_F1max_std,recall_Recall80_mean,recall_Recall80_std,recall_at_10_mean,recall_at_10_std,recall_at_20_mean,recall_at_20_std,recall_at_5_mean,recall_at_5_std,roc_auc_mean,roc_auc_std,thr_Cost10_mean,thr_Cost10_std,thr_Cost20_mean,thr_Cost20_std,thr_Cost5_mean,thr_Cost5_std,thr_F1max_mean,thr_F1max_std,thr_Recall80_mean,thr_Recall80_std
SoftVote(LogReg+RF+HGB),class_weight,42.979347671271896,1.9762195749243328,90.75331149408916,11.13343995481115,21.269334852585104,0.521138134876594,95.76983335707163,0.014387587872839891,95.76983335707163,0.014387587872839891,95.76983335707163,0.014387587872839891,42.30166642928358,0.14387587872841492,84.60333285856716,0.28775175745682985,21.15083321464179,0.07193793936420746,0.0,0.0,0.03399178055587679,0.039862079884401554,0.0,0.0,0.06065886185054741,0.03813965404582153,0.07656040334811416,0.012033024116183419,0.006776812419883208,0.01952095791505438,0.2889075630252101,0.312755384148397,0.0011850163794331291,0.00513716999929554,0.5911209229454494,0.3622732496496018,0.90331576698476,0.10832422434804653,5.0,0.0,118.2,0.40406101782088416,0.06561926842815467,0.04418543888399636,0.0,0.0,0.018439618835772352,0.021621191633569802,0.0,0.0,0.03236334180327348,0.02053742742048846,0.040084062278570746,0.006185410000145406,0.042301666429283576,0.00014387587872841437,0.0,0.0,0.256,0.32836018053848326,0.0,0.0,0.5720000000000001,0.40810162799909316,0.8640000000000001,0.1956256316414136,0.06,0.10101525445522108,0.17600000000000002,0.1546028486682135,0.044000000000000004,0.0929340340988034,0.4652718521968639,0.10799770775554975,0.8397000506560507,0.22364310382442407,0.45719158253065806,0.34838377050019087,0.9350098268866589,0.15544319327057202,0.18167577025484286,0.17465530340438237,0.057359750897397095,0.027668469062197165
SelfTrain+SoftVote,class_weight,43.72539524284289,3.5138377436296855,93.33713146275458,14.58463126071247,21.218629824811277,0.30553640956542555,95.76983335707163,0.014387587872839891,95.76983335707163,0.014387587872839891,95.76983335707163,0.014387587872839891,42.30166642928358,0.14387587872841492,84.60333285856716,0.28775175745682985,21.15083321464179,0.07193793936420746,0.002105263157894737,0.014886458551295736,0.027068797336944367,0.04175040308510324,0.0,0.0,0.05890369983712684,0.039616578679674934,0.07478931333189105,0.01572186885855211,0.016101694915254237,0.03779295709149629,0.23662013958125624,0.28488502015618666,0.0006779661016949153,0.002885320892932926,0.6059920239282154,0.36598899928996903,0.881813132032474,0.1166542369329634,5.0,0.0,118.2,0.40406101782088416,0.06445179652799526,0.04245041705887299,0.0014285714285714286,0.010101525445522104,0.016105043218494406,0.027748180014253575,0.0,0.0,0.03255793550029959,0.025439187958739687,0.039195669672374846,0.008140402615265023,0.042301666429283576,0.00014387587872841437,0.004,0.028284271247461894,0.168,0.26911798489866556,0.0,0.0,0.552,0.41119040725728034,0.828,0.2213502165513893,0.084,0.14049475260736283,0.14800000000000002,0.14461772268392872,0.036000000000000004,0.07761758689832074,0.46337152616053406,0.11550782125334709,0.8180444137143711,0.2393564839689944,0.49934021132177236,0.35564874069123675,0.9388177661724665,0.1341550198752558,0.16909374802902913,0.17191335605349328,0.05233405376634255,0.028984769078808845
