set,model_name,algo,imbalance,fold,n_features_used,prauc,roc_auc,prevalence,n_test,n_pos_test,recall_at_5,recall_at_10,recall_at_20,thr_F1max,f1_F1max,recall_F1max,precision_F1max,flag_rate_F1max,thr_Recall80,f1_Recall80,recall_Recall80,precision_Recall80,flag_rate_Recall80
S0 원본,RF,RF,class_weight|feat=S0,41,21,0.03214987380828965,0.2628318584070797,0.0423728813559322,118,5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.4322033898305085,0.05,0.0,0.0,0.0,0.5084745762711864
S0 원본,RF,RF,class_weight|feat=S0,42,21,0.03429385672189906,0.31327433628318585,0.0423728813559322,118,5,0.0,0.0,0.0,0.25333333333333335,0.0,0.0,0.0,0.03389830508474576,0.04666666666666667,0.05263157894736842,0.4,0.028169014084507043,0.6016949152542372
S0 원본,RF,RF,class_weight|feat=S0,43,21,0.05484470231774814,0.5061946902654868,0.0423728813559322,118,5,0.0,0.0,0.2,0.09666666666666666,0.08888888888888889,0.4,0.05,0.3389830508474576,0.03666666666666667,0.06741573033707865,0.6,0.03571428571428571,0.711864406779661
S0 원본,RF,RF,class_weight|feat=S0,44,21,0.08413585884866356,0.4424778761061947,0.0423728813559322,118,5,0.2,0.2,0.2,0.10333333333333333,0.04878048780487805,0.2,0.027777777777777776,0.3050847457627119,0.03,0.061224489795918366,0.6,0.03225806451612903,0.788135593220339
S0 원본,RF,RF,class_weight|feat=S0,45,21,0.04633580705009276,0.487719298245614,0.04201680672268908,119,5,0.0,0.0,0.0,0.25333333333333335,0.0,0.0,0.0,0.01680672268907563,0.03,0.1,1.0,0.05263157894736842,0.7983193277310925
S0 원본,RF,RF,class_weight|feat=S0,46,21,0.060927096479018276,0.4823008849557522,0.0423728813559322,118,5,0.0,0.0,0.4,0.006666666666666667,0.08130081300813008,1.0,0.0423728813559322,1.0,0.02,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678
S0 원본,RF,RF,class_weight|feat=S0,47,21,0.08291535245182827,0.5398230088495576,0.0423728813559322,118,5,0.2,0.2,0.2,0.18333333333333332,0.15384615384615385,0.2,0.125,0.06779661016949153,0.043333333333333335,0.0975609756097561,0.8,0.05194805194805195,0.652542372881356
S0 원본,RF,RF,class_weight|feat=S0,48,21,0.053352007469654524,0.5407079646017698,0.0423728813559322,118,5,0.0,0.0,0.2,0.02666666666666667,0.10416666666666667,1.0,0.054945054945054944,0.7711864406779662,0.03333333333333333,0.08791208791208792,0.8,0.046511627906976744,0.7288135593220338
S0 원본,RF,RF,class_weight|feat=S0,49,21,0.03823088023088023,0.3088495575221239,0.0423728813559322,118,5,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.03389830508474576,0.03333333333333333,0.041666666666666664,0.4,0.02197802197802198,0.7711864406779662
S0 원본,HGB,HGB,class_weight|feat=S0,0,21,0.08847331240188383,0.5929824561403509,0.04201680672268908,119,5,0.0,0.2,0.4,0.12101788130081446,0.10344827586206896,0.6,0.05660377358490566,0.44537815126050423,0.001861328400256154,0.08547008547008547,1.0,0.044642857142857144,0.9411764705882353
S0 원본,HGB,HGB,class_weight|feat=S0,1,21,0.03981924422192977,0.23893805309734514,0.0423728813559322,118,5,0.0,0.0,0.2,0.5470868803726207,0.0,0.0,0.0,0.06779661016949153,0.008553676624705126,0.021052631578947368,0.2,0.011111111111111112,0.7627118644067796
S0 원본,HGB,HGB,class_weight|feat=S0,2,21,0.056563633253506676,0.5769911504424778,0.0423728813559322,118,5,0.0,0.0,0.0,0.17119084324724415,0.0,0.0,0.0,0.2457627118644068,0.0014283446508202011,0.08333333333333333,1.0,0.043478260869565216,0.9745762711864406
S0 원본,HGB,HGB,class_weight|feat=S0,3,21,0.24579373927200016,0.5132743362831859,0.0423728813559322,118,5,0.2,0.2,0.4,7.928470424182373e-05,0.08130081300813008,1.0,0.0423728813559322,1.0,0.001059975567270535,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S0 원본,HGB,HGB,class_weight|feat=S0,4,21,0.04220089334870428,0.4336283185840708,0.0423728813559322,118,5,0.0,0.0,0.0,0.040989288286055345,0.03333333333333333,0.2,0.01818181818181818,0.4661016949152542,0.0037498944626591503,0.09174311926605505,1.0,0.04807692307692308,0.8813559322033898
S0 원본,HGB,HGB,class_weight|feat=S0,5,21,0.11513708513708514,0.6421052631578947,0.04201680672268908,119,5,0.2,0.2,0.4,0.029298169609638044,0.09090909090909091,0.6,0.04918032786885246,0.5126050420168067,0.00503782302655187,0.09345794392523364,1.0,0.049019607843137254,0.8571428571428571
S0 원본,HGB,HGB,class_weight|feat=S0,6,21,0.06073016593207156,0.5203539823008849,0.0423728813559322,118,5,0.0,0.0,0.4,0.08403543089578835,0.09302325581395349,0.4,0.05263157894736842,0.3220338983050847,0.017243709045606306,0.075,0.6,0.04,0.635593220338983
S0 원본,HGB,HGB,class_weight|feat=S0,7,21,0.053615593267492,0.536283185840708,0.0423728813559322,118,5,0.0,0.0,0.0,0.022438871054598585,0.075,0.6,0.04,0.635593220338983,0.004076892401967083,0.09259259259259259,1.0,0.04854368932038835,0.8728813559322034
S0 원본,HGB,HGB,class_weight|feat=S0,8,21,0.06404985981853806,0.6035398230088496,0.0423728813559322,118,5,0.0,0.0,0.2,0.10525812033920119,0.09090909090909091,0.4,0.05128205128205128,0.3305084745762712,0.0017085112992223572,0.08620689655172414,1.0,0.04504504504504504,0.940677966101695
S0 원본,HGB,HGB,class_weight|feat=S0,9,21,0.08378684245307957,0.5345132743362833,0.0423728813559322,118,5,0.0,0.2,0.4,0.12482024609850394,0.0784313725490196,0.4,0.043478260869565216,0.3898305084745763,0.0020968842511995415,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S0 원본,HGB,HGB,class_weight|feat=S0,10,21,0.034500545437262754,0.2842105263157895,0.04201680672268908,119,5,0.0,0.0,0.0,0.057836954557201746,0.06779661016949153,0.4,0.037037037037037035,0.453781512605042,0.0041127342780254705,0.05172413793103448,0.6,0.02702702702702703,0.9327731092436975
S0 원본,HGB,HGB,class_weight|feat=S0,11,21,0.07313965911349632,0.5309734513274337,0.0423728813559322,118,5,0.2,0.2,0.2,0.006554347918986056,0.09433962264150944,1.0,0.04950495049504951,0.8559322033898306,0.007025205949692023,0.09523809523809523,1.0,0.05,0.847457627118644
S0 원본,HGB,HGB,class_weight|feat=S0,12,21,0.06167384360981757,0.5716814159292035,0.0423728813559322,118,5,0.0,0.0,0.2,0.2862631438003218,0.0,0.0,0.0,0.09322033898305085,0.0027519153920530716,0.08620689655172414,1.0,0.04504504504504504,0.940677966101695
S0 원본,HGB,HGB,class_weight|feat=S0,13,21,0.029207440090436264,0.16991150442477876,0.0423728813559322,118,5,0.0,0.0,0.0,0.36526159709780565,0.0,0.0,0.0,0.1271186440677966,0.006086716186487007,0.022727272727272728,0.2,0.012048192771084338,0.7033898305084746
S0 원본,HGB,HGB,class_weight|feat=S0,14,21,0.11889884735994576,0.6407079646017699,0.0423728813559322,118,5,0.2,0.2,0.6,0.17876002996483942,0.2,0.6,0.12,0.211864406779661,0.0024879027339989256,0.08333333333333333,1.0,0.043478260869565216,0.9745762711864406
S0 원본,HGB,HGB,class_weight|feat=S0,15,21,0.1061488677160319,0.6824561403508771,0.04201680672268908,119,5,0.0,0.4,0.4,0.5937503559800795,0.0,0.0,0.0,0.01680672268907563,0.002260669876726731,0.0847457627118644,1.0,0.04424778761061947,0.9495798319327731
S0 원본,HGB,HGB,class_weight|feat=S0,16,21,0.04277131391909011,0.40884955752212393,0.0423728813559322,118,5,0.0,0.0,0.2,0.5258155847253198,0.0,0.0,0.0,0.0423728813559322,0.0031433579105317835,0.08695652173913043,1.0,0.045454545454545456,0.9322033898305084
S0 원본,HGB,HGB,class_weight|feat=S0,17,21,0.08836757182355405,0.4938053097345133,0.0423728813559322,118,5,0.2,0.2,0.4,0.043416033673921335,0.06779661016949153,0.4,0.037037037037037035,0.4576271186440678,0.007954527120331671,0.061224489795918366,0.6,0.03225806451612903,0.788135593220339
S0 원본,HGB,HGB,class_weight|feat=S0,18,21,0.03712815495548455,0.34690265486725663,0.0423728813559322,118,5,0.0,0.0,0.0,0.90642286417653,0.0,0.0,0.0,0.0,0.0009973120242143222,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S0 원본,HGB,HGB,class_weight|feat=S0,19,21,0.12777731219591687,0.6353982300884956,0.0423728813559322,118,5,0.2,0.4,0.4,0.0005763566969947598,0.08130081300813008,1.0,0.0423728813559322,1.0,0.0017136124081808203,0.08403361344537816,1.0,0.043859649122807015,0.9661016949152542
S0 원본,HGB,HGB,class_weight|feat=S0,20,21,0.048871338746777904,0.4701754385964912,0.04201680672268908,119,5,0.0,0.0,0.2,0.00047553846549409077,0.08064516129032258,1.0,0.04201680672268908,1.0,0.0008672707086445847,0.08264462809917356,1.0,0.04310344827586207,0.9747899159663865
S0 원본,HGB,HGB,class_weight|feat=S0,21,21,0.06357063593683313,0.5575221238938053,0.0423728813559322,118,5,0.0,0.2,0.2,0.05402126467274861,0.10909090909090909,0.6,0.06,0.423728813559322,0.002123622364446822,0.08547008547008547,1.0,0.044642857142857144,0.9491525423728814
S0 원본,HGB,HGB,class_weight|feat=S0,22,21,0.07447285181352561,0.5345132743362832,0.0423728813559322,118,5,0.2,0.2,0.2,0.002472502456127396,0.08928571428571429,1.0,0.04672897196261682,0.9067796610169492,0.0030034472975321745,0.09090909090909091,1.0,0.047619047619047616,0.8898305084745762
S0 원본,HGB,HGB,class_weight|feat=S0,23,21,0.03917366946778711,0.38053097345132747,0.0423728813559322,118,5,0.0,0.0,0.0,0.08525406084094153,0.038461538461538464,0.2,0.02127659574468085,0.3983050847457627,0.011235482010959466,0.08888888888888889,0.8,0.047058823529411764,0.7203389830508474
S0 원본,HGB,HGB,class_weight|feat=S0,24,21,0.06403846153846154,0.5557522123893806,0.0423728813559322,118,5,0.0,0.2,0.2,0.2665217681645624,0.09523809523809523,0.2,0.0625,0.13559322033898305,0.0030761877885739693,0.08620689655172414,1.0,0.04504504504504504,0.940677966101695
S0 원본,HGB,HGB,class_weight|feat=S0,25,21,0.046939978282997424,0.4807017543859649,0.04201680672268908,119,5,0.0,0.0,0.0,0.21522916264579972,0.0,0.0,0.0,0.13445378151260504,0.0045497400229332395,0.09345794392523364,1.0,0.049019607843137254,0.8571428571428571
S0 원본,HGB,HGB,class_weight|feat=S0,26,21,0.08490425026267073,0.5876106194690265,0.0423728813559322,118,5,0.2,0.2,0.4,0.002446184914380722,0.08771929824561403,1.0,0.045871559633027525,0.923728813559322,0.0034328434667583087,0.08928571428571429,1.0,0.04672897196261682,0.9067796610169492
S0 원본,HGB,HGB,class_weight|feat=S0,27,21,0.06776696095348482,0.5964601769911504,0.0423728813559322,118,5,0.0,0.2,0.2,0.2672220760997017,0.1,0.2,0.06666666666666667,0.1271186440677966,0.0012408726375050059,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S0 원본,HGB,HGB,class_weight|feat=S0,28,21,0.04421581358277876,0.35575221238938054,0.0423728813559322,118,5,0.0,0.0,0.2,0.1697934757575944,0.05128205128205128,0.2,0.029411764705882353,0.288135593220339,0.0027241445790955787,0.08771929824561403,1.0,0.045871559633027525,0.923728813559322
S0 원본,HGB,HGB,class_weight|feat=S0,29,21,0.06805761555606059,0.5079646017699115,0.0423728813559322,118,5,0.0,0.0,0.4,0.04675752494855481,0.10909090909090909,0.6,0.06,0.423728813559322,0.0016213202431514578,0.06956521739130435,0.8,0.03636363636363636,0.9322033898305084
S0 원본,HGB,HGB,class_weight|feat=S0,30,21,0.07874299185755682,0.5964912280701754,0.04201680672268908,119,5,0.0,0.2,0.2,0.22930346456563291,0.09523809523809523,0.2,0.0625,0.13445378151260504,0.004398554441279004,0.08928571428571429,1.0,0.04672897196261682,0.8991596638655462
S0 원본,HGB,HGB,class_weight|feat=S0,31,21,0.05404423693897378,0.5008849557522124,0.0423728813559322,118,5,0.0,0.0,0.2,0.051684952959550896,0.10714285714285714,0.6,0.058823529411764705,0.4322033898305085,0.0027748765663796722,0.07142857142857142,0.8,0.037383177570093455,0.9067796610169492
S0 원본,HGB,HGB,class_weight|feat=S0,32,21,0.04540403008931336,0.39292035398230096,0.0423728813559322,118,5,0.0,0.0,0.2,0.025290576092851028,0.05063291139240506,0.4,0.02702702702702703,0.6271186440677966,0.010621015034779956,0.0625,0.6,0.03296703296703297,0.7711864406779662
S0 원본,HGB,HGB,class_weight|feat=S0,33,21,0.04479798311873823,0.4,0.0423728813559322,118,5,0.0,0.0,0.2,0.15928827485112465,0.04878048780487805,0.2,0.027777777777777776,0.3050847457627119,0.005980210007728354,0.09009009009009009,1.0,0.04716981132075472,0.8983050847457628
S0 원본,HGB,HGB,class_weight|feat=S0,34,21,0.07848272593066385,0.6566371681415929,0.0423728813559322,118,5,0.0,0.2,0.2,0.0014200332007286297,0.08130081300813008,1.0,0.0423728813559322,1.0,0.002641956525579319,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678
S0 원본,HGB,HGB,class_weight|feat=S0,35,21,0.08329097809698935,0.5228070175438597,0.04201680672268908,119,5,0.0,0.4,0.4,0.03710728182096309,0.05714285714285714,0.4,0.03076923076923077,0.5462184873949579,0.002080950559318059,0.08771929824561403,1.0,0.045871559633027525,0.9159663865546218
S0 원본,HGB,HGB,class_weight|feat=S0,36,21,0.050044917139870373,0.39823008849557523,0.0423728813559322,118,5,0.0,0.2,0.2,0.2240884588870726,0.07142857142857142,0.2,0.043478260869565216,0.19491525423728814,0.002691860457234691,0.09090909090909091,1.0,0.047619047619047616,0.8898305084745762
S0 원본,HGB,HGB,class_weight|feat=S0,37,21,0.052154389272899414,0.2991150442477876,0.0423728813559322,118,5,0.0,0.2,0.2,0.03364943081044878,0.05263157894736842,0.4,0.028169014084507043,0.6016949152542372,0.007140136466076267,0.056074766355140186,0.6,0.029411764705882353,0.864406779661017
S0 원본,HGB,HGB,class_weight|feat=S0,38,21,0.29971988795518206,0.7221238938053097,0.0423728813559322,118,5,0.4,0.4,0.6,0.8602722731861595,0.0,0.0,0.0,0.0,0.0024325472515400446,0.09009009009009009,1.0,0.04716981132075472,0.8983050847457628
S0 원본,HGB,HGB,class_weight|feat=S0,39,21,0.04936944896535689,0.4849557522123894,0.0423728813559322,118,5,0.0,0.0,0.0,0.10360824312041375,0.08888888888888889,0.4,0.05,0.3389830508474576,0.003525287739246547,0.09259259259259259,1.0,0.04854368932038835,0.8728813559322034
S0 원본,HGB,HGB,class_weight|feat=S0,40,21,0.1626305038069744,0.6456140350877193,0.04201680672268908,119,5,0.2,0.2,0.2,0.4196852107420827,0.125,0.2,0.09090909090909091,0.09243697478991597,0.0022670752406382063,0.06666666666666667,0.8,0.034782608695652174,0.9663865546218487
S0 원본,HGB,HGB,class_weight|feat=S0,41,21,0.03702239040274852,0.3486725663716814,0.0423728813559322,118,5,0.0,0.0,0.0,0.02309815199712606,0.06060606060606061,0.4,0.03278688524590164,0.5169491525423728,0.0031649034185438577,0.061224489795918366,0.6,0.03225806451612903,0.788135593220339
S0 원본,HGB,HGB,class_weight|feat=S0,42,21,0.03806756174012811,0.2761061946902655,0.0423728813559322,118,5,0.0,0.0,0.2,0.5427226466773679,0.0,0.0,0.0,0.00847457627118644,0.005980558021098014,0.05504587155963303,0.6,0.028846153846153848,0.8813559322033898
S0 원본,HGB,HGB,class_weight|feat=S0,43,21,0.07029595483727369,0.5628318584070796,0.0423728813559322,118,5,0.0,0.0,0.4,0.12111404065731522,0.09523809523809523,0.4,0.05405405405405406,0.3135593220338983,0.0025697157566247097,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678
S0 원본,HGB,HGB,class_weight|feat=S0,44,21,0.07289162112932605,0.5061946902654868,0.0423728813559322,118,5,0.0,0.2,0.4,0.017410864505847015,0.08,0.6,0.04285714285714286,0.5932203389830508,0.007688502301392987,0.08247422680412371,0.8,0.043478260869565216,0.7796610169491526
S0 원본,HGB,HGB,class_weight|feat=S0,45,21,0.051924027984189394,0.5350877192982456,0.04201680672268908,119,5,0.0,0.0,0.0,0.396203712343527,0.0,0.0,0.0,0.06722689075630252,0.00246877458162055,0.08196721311475409,1.0,0.042735042735042736,0.9831932773109243
S0 원본,HGB,HGB,class_weight|feat=S0,46,21,0.04669751301330249,0.4247787610619469,0.0423728813559322,118,5,0.0,0.0,0.2,0.029151383577919084,0.06521739130434782,0.6,0.034482758620689655,0.7372881355932204,0.0047157058829820665,0.06837606837606838,0.8,0.03571428571428571,0.9491525423728814
S0 원본,HGB,HGB,class_weight|feat=S0,47,21,0.0459830739349088,0.35575221238938054,0.0423728813559322,118,5,0.0,0.0,0.2,0.0010789508211941931,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678,0.0020664418472709323,0.05405405405405406,0.6,0.02830188679245283,0.8983050847457628
S0 원본,HGB,HGB,class_weight|feat=S0,48,21,0.04262327146537673,0.4247787610619469,0.0423728813559322,118,5,0.0,0.0,0.0,0.14497604034054032,0.05714285714285714,0.2,0.03333333333333333,0.2542372881355932,0.0054627840639015325,0.08421052631578947,0.8,0.044444444444444446,0.7627118644067796
S0 원본,HGB,HGB,class_weight|feat=S0,49,21,0.056752598752598755,0.4460176991150443,0.0423728813559322,118,5,0.0,0.2,0.2,0.5109260400253303,0.0,0.0,0.0,0.0423728813559322,0.004681162702873205,0.06,0.6,0.031578947368421054,0.8050847457627118
S1 정리,LogReg,LogReg,class_weight|feat=S1,0,22,0.0836619615566984,0.6666666666666667,0.04201680672268908,119,5,0.0,0.0,0.4,0.0012688185544318595,0.08130081300813008,1.0,0.0423728813559322,0.9915966386554622,0.022180091914004014,0.08130081300813008,1.0,0.0423728813559322,0.9915966386554622
S1 정리,LogReg,LogReg,class_weight|feat=S1,1,22,0.0340745937635026,0.2831858407079646,0.0423728813559322,118,5,0.0,0.0,0.0,0.72590456185783,0.0,0.0,0.0,0.1864406779661017,0.1442036536234623,0.06315789473684211,0.6,0.03333333333333333,0.7627118644067796
S1 정리,LogReg,LogReg,class_weight|feat=S1,2,22,0.03305090438613903,0.25486725663716814,0.0423728813559322,118,5,0.0,0.0,0.0,0.058205140744105335,0.06779661016949153,0.8,0.035398230088495575,0.9576271186440678,0.09474779237905132,0.07207207207207207,0.8,0.03773584905660377,0.8983050847457628
S1 정리,LogReg,LogReg,class_weight|feat=S1,3,22,0.041666640778208607,0.42300884955752216,0.0423728813559322,118,5,0.0,0.0,0.0,0.005561943898005313,0.08130081300813008,1.0,0.0423728813559322,1.0,0.03361512561666288,0.08130081300813008,1.0,0.0423728813559322,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,4,22,0.05333822424655057,0.5150442477876107,0.0423728813559322,118,5,0.0,0.0,0.2,0.22824080134645705,0.08602150537634409,0.8,0.045454545454545456,0.7457627118644068,0.05634106903096076,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678
S1 정리,LogReg,LogReg,class_weight|feat=S1,5,22,0.06935222831879367,0.6157894736842106,0.04201680672268908,119,5,0.0,0.0,0.4,0.5684610893546481,0.1,0.4,0.05714285714285714,0.29411764705882354,0.08570186241288949,0.08264462809917356,1.0,0.04310344827586207,0.9747899159663865
S1 정리,LogReg,LogReg,class_weight|feat=S1,6,22,0.03182031303607688,0.23716814159292035,0.0423728813559322,118,5,0.0,0.0,0.0,0.28403679640170365,0.03389830508474576,0.2,0.018518518518518517,0.4576271186440678,0.28403679640170365,0.03389830508474576,0.2,0.018518518518518517,0.4576271186440678
S1 정리,LogReg,LogReg,class_weight|feat=S1,7,22,0.05441215732721395,0.5168141592920354,0.0423728813559322,118,5,0.0,0.0,0.2,0.2730276652086313,0.09195402298850575,0.8,0.04878048780487805,0.6949152542372882,0.12670672459038756,0.08849557522123894,1.0,0.046296296296296294,0.9152542372881356
S1 정리,LogReg,LogReg,class_weight|feat=S1,8,22,0.06763342188395931,0.6141592920353983,0.0423728813559322,118,5,0.0,0.0,0.2,0.002968366290316789,0.08130081300813008,1.0,0.0423728813559322,1.0,0.01626677196655012,0.08130081300813008,1.0,0.0423728813559322,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,9,22,0.0646946142032442,0.5752212389380531,0.0423728813559322,118,5,0.0,0.0,0.2,0.009602218427183312,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.043896182763000384,0.0847457627118644,1.0,0.04424778761061947,0.9576271186440678
S1 정리,LogReg,LogReg,class_weight|feat=S1,10,22,0.04385143691947285,0.456140350877193,0.04201680672268908,119,5,0.0,0.0,0.0,0.00384275556874405,0.08064516129032258,1.0,0.04201680672268908,1.0,0.0235645614852203,0.08064516129032258,1.0,0.04201680672268908,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,11,22,0.04364879372048977,0.4424778761061947,0.0423728813559322,118,5,0.0,0.0,0.0,0.00275018444592611,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.024756768250650197,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,12,22,0.05045667456845638,0.504424778761062,0.0423728813559322,118,5,0.0,0.0,0.0,0.6275301964778517,0.0,0.0,0.0,0.211864406779661,0.06508327678622941,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,13,22,0.03376286219563867,0.24955752212389382,0.0423728813559322,118,5,0.0,0.0,0.0,0.20634045031986145,0.04878048780487805,0.4,0.025974025974025976,0.652542372881356,0.11054794843418486,0.043478260869565216,0.4,0.022988505747126436,0.7372881355932204
S1 정리,LogReg,LogReg,class_weight|feat=S1,14,22,0.045573317707566036,0.41769911504424784,0.0423728813559322,118,5,0.0,0.0,0.2,0.8789251152979813,0.0,0.0,0.0,0.025423728813559324,0.026646135463136104,0.08333333333333333,1.0,0.043478260869565216,0.9745762711864406
S1 정리,LogReg,LogReg,class_weight|feat=S1,15,22,0.04436346351702157,0.456140350877193,0.04201680672268908,119,5,0.0,0.0,0.0,0.05715787784860977,0.08771929824561403,1.0,0.045871559633027525,0.9159663865546218,0.08619998685906131,0.09174311926605505,1.0,0.04807692307692308,0.8739495798319328
S1 정리,LogReg,LogReg,class_weight|feat=S1,16,22,0.054817908346134155,0.504424778761062,0.0423728813559322,118,5,0.0,0.0,0.2,0.0018571396980803442,0.08130081300813008,1.0,0.0423728813559322,1.0,0.013968523099275296,0.08130081300813008,1.0,0.0423728813559322,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,17,22,0.031559349879716016,0.23716814159292038,0.0423728813559322,118,5,0.0,0.0,0.0,0.8216146281361808,0.0,0.0,0.0,0.06779661016949153,0.06929795839266424,0.05084745762711865,0.6,0.02654867256637168,0.9576271186440678
S1 정리,LogReg,LogReg,class_weight|feat=S1,18,22,0.09071101854120722,0.6035398230088496,0.0423728813559322,118,5,0.0,0.2,0.6,0.0028990304594872568,0.08130081300813008,1.0,0.0423728813559322,1.0,0.043983678713022833,0.08130081300813008,1.0,0.0423728813559322,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,19,22,0.05992315059571697,0.552212389380531,0.0423728813559322,118,5,0.0,0.0,0.0,0.0027811170162437004,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.03943543070909074,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S1 정리,LogReg,LogReg,class_weight|feat=S1,20,22,0.04555984475201121,0.4596491228070176,0.04201680672268908,119,5,0.0,0.0,0.0,0.29899342563255626,0.10126582278481013,0.8,0.05405405405405406,0.6218487394957983,0.05684724417954118,0.08196721311475409,1.0,0.042735042735042736,0.9831932773109243
S1 정리,LogReg,LogReg,class_weight|feat=S1,21,22,0.06515216906434705,0.5929203539823009,0.0423728813559322,118,5,0.0,0.0,0.2,0.008878223043591798,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.04506545959640403,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,22,22,0.057141061552826264,0.48141592920353976,0.0423728813559322,118,5,0.0,0.0,0.4,0.004183605829634166,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.06325132243414842,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S1 정리,LogReg,LogReg,class_weight|feat=S1,23,22,0.06272559171685126,0.504424778761062,0.0423728813559322,118,5,0.0,0.2,0.2,0.8854122692387504,0.0,0.0,0.0,0.05084745762711865,0.06981393927470474,0.07079646017699115,0.8,0.037037037037037035,0.9152542372881356
S1 정리,LogReg,LogReg,class_weight|feat=S1,24,22,0.049285955580832125,0.4796460176991151,0.0423728813559322,118,5,0.0,0.0,0.2,0.0372378795500015,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272,0.043956389837796456,0.08333333333333333,1.0,0.043478260869565216,0.9745762711864406
S1 정리,LogReg,LogReg,class_weight|feat=S1,25,22,0.06275521127437503,0.4543859649122807,0.04201680672268908,119,5,0.0,0.2,0.2,0.4809810699038329,0.08163265306122448,0.4,0.045454545454545456,0.3697478991596639,0.09218774325366595,0.05714285714285714,0.6,0.03,0.8403361344537815
S1 정리,LogReg,LogReg,class_weight|feat=S1,26,22,0.05415311051957015,0.5486725663716814,0.0423728813559322,118,5,0.0,0.0,0.2,0.00520252469780591,0.08130081300813008,1.0,0.0423728813559322,1.0,0.03287451191821758,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,27,22,0.05421946169772257,0.4920353982300885,0.0423728813559322,118,5,0.0,0.0,0.2,0.04743559329254454,0.08403361344537816,1.0,0.043859649122807015,0.9661016949152542,0.06759404729119639,0.08403361344537816,1.0,0.043859649122807015,0.9661016949152542
S1 정리,LogReg,LogReg,class_weight|feat=S1,28,22,0.06972129319955407,0.36460176991150445,0.0423728813559322,118,5,0.2,0.2,0.2,0.000390218629279012,0.08130081300813008,1.0,0.0423728813559322,1.0,0.03213234593670877,0.08130081300813008,1.0,0.0423728813559322,1.0
S1 정리,LogReg,LogReg,class_weight|feat=S1,29,22,0.03806028656592346,0.35398230088495575,0.0423728813559322,118,5,0.0,0.0,0.0,0.0025453191376035708,0.08130081300813008,1.0,0.0423728813559322,1.0,0.016345962470125625,0.08264462809917356,1.0,0.04310344827586207,0.9830508474576272
S1 정리,LogReg,LogReg,class_weight|feat=S1,30,22,0.04281870545116971,0.4087719298245614,0.04201680672268908,119,5,0.0,0.0,0.0,0.007836162875950275,0.08064516129032258,1.0,0.04201680672268908,1.0,0.05445901822507914,0.06956521739130435,0.8,0.03636363636363636,0.9243697478991597
S1 정리,LogReg,LogReg,class_weight|feat=S1,31,22,0.0337256915661171,0.2831858407079646,0.0423728813559322,118,5,0.0,0.0,0.0,0.004978959463869499,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136,0.03658711684463874,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,32,22,0.038570955087290165,0.36991150442477877,0.0423728813559322,118,5,0.0,0.0,0.0,0.004353203227122806,0.08130081300813008,1.0,0.0423728813559322,1.0,0.028881327593522778,0.08196721311475409,1.0,0.042735042735042736,0.9915254237288136
S1 정리,LogReg,LogReg,class_weight|feat=S1,33,22,0.04252943054507459,0.35929203539823007,0.0423728813559322,118,5,0.0,0.0,0.2,0.005303959404334165,0.08130081300813008,1.0,0.0423728813559322,1.0,0.05762431425946244,0.06896551724137931,0.8,0.036036036036036036,0.940677966101695
