prauc_mean,roc_auc_mean,prevalence_mean,n_test_mean,n_pos_test_mean,recall_at_5_mean,recall_at_10_mean,recall_at_20_mean,thr_F1max_mean,f1_F1max_mean,recall_F1max_mean,precision_F1max_mean,flag_rate_F1max_mean,thr_Recall80_mean,f1_Recall80_mean,recall_Recall80_mean,precision_Recall80_mean,flag_rate_Recall80_mean,prauc_std,roc_auc_std,prevalence_std,n_test_std,n_pos_test_std,recall_at_5_std,recall_at_10_std,recall_at_20_std,thr_F1max_std,f1_F1max_std,recall_F1max_std,precision_F1max_std,flag_rate_F1max_std,thr_Recall80_std,f1_Recall80_std,recall_Recall80_std,precision_Recall80_std,flag_rate_Recall80_std
0.059990809113131795,0.4478442788386897,0.04230166642928358,118.2,5.0,0.024000000000000004,0.068,0.16,0.304612879753422,0.029879982384165654,0.14,0.01753182760397285,0.17114371172197693,0.07630548297775065,0.07333482941162961,0.772,0.03853759011085967,0.8351388691069649,0.04225951661474029,0.12122036800242308,0.00014387587872841418,0.40406101782088427,0.0,0.07708992893275454,0.11856282240712245,0.16162440712835374,0.25260148970802604,0.043239198764878174,0.2147613768338987,0.026079082238418295,0.20404967573651744,0.12390367843743413,0.021878967829217277,0.2555825678319862,0.011511227832311517,0.12728966142566922
